nilai_mtk_sma,nilai_ipa_sma,nilai_fisika_sma,nilai_bahasa_indonesia_sma,nilai_bahasa_inggris_sma,sma_asal,jurusan_kuliah_sekarang,semester_sekarang,ipk_sekarang
91.16,73.28,83.32,76.87,71.75,SMA_25,Teknik Komputer,2,3.51
91.33,88.74,90.24,69.43,78.11,SMA_45,Teknik Komputer,6,3.6
87.28,78.92,80.54,70.88,77.41,SMA_2,Teknik Komputer,7,3.79
94.43,76.15,93.62,77.32,77.3,SMA_14,Teknik Komputer,2,3.81
91.29,80.98,76.1,75.99,89.1,SMA_21,Teknik Komputer,8,3.52
86.72,84.93,75.76,68.16,84.68,SMA_46,Teknik Komputer,8,3.47
88.04,80.92,77.09,66.08,86.74,SMA_33,Teknik Komputer,8,3.82
98.18,80.21,86.78,63.73,75.12,SMA_24,Teknik Komputer,7,3.85
88.51,89.44,92.75,67.18,88.46,SMA_48,Teknik Komputer,8,3.23
94.12,76.32,78.11,63.87,70.46,SMA_30,Teknik Komputer,1,3.41
90.85,72.51,83.71,72.92,84.55,SMA_21,Teknik Komputer,1,3.68
93.74,86.13,94.82,76.13,81.21,SMA_23,Teknik Komputer,7,3.7
95.93,87.54,82.62,78.63,87.56,SMA_31,Teknik Komputer,6,3.39
92.76,81.78,92.53,73.6,77.26,SMA_4,Teknik Komputer,8,3.6
97.34,89.71,88.72,68.07,84.53,SMA_45,Teknik Komputer,1,3.43
89.88,80.69,87.72,75.95,75.26,SMA_33,Teknik Komputer,5,3.24
89.7,77.06,88.2,76.48,89.53,SMA_5,Teknik Komputer,5,3.82
90.33,70.66,94.02,76.02,83.42,SMA_37,Teknik Komputer,2,3.61
89.6,89.6,92.31,76.18,78.02,SMA_26,Teknik Telekomunikasi,8,3.14
85.83,84.77,83.02,84.48,79.29,SMA_28,Teknik Telekomunikasi,6,3.74
88.86,88.82,94.82,70.43,74.73,SMA_48,Teknik Telekomunikasi,7,3.2
85.59,83.33,87.7,75.28,81.15,SMA_28,Teknik Telekomunikasi,7,3.55
83.21,88.71,81.74,73.08,74.48,SMA_31,Teknik Telekomunikasi,8,3.71
87.53,82.15,88.24,65.15,89.09,SMA_45,Teknik Telekomunikasi,6,3.19
90.45,76.28,81.24,84.38,76.05,SMA_12,Teknik Telekomunikasi,8,3.25
90.92,80.74,81.4,72.7,75.46,SMA_22,Teknik Telekomunikasi,3,3.14
89.34,79.4,81.96,70.78,88.01,SMA_34,Teknik Telekomunikasi,7,3.88
83.03,81.65,86.92,73.39,74.35,SMA_39,Teknik Telekomunikasi,6,3.68
91.66,86.98,88.24,66.61,89.81,SMA_29,Teknik Telekomunikasi,6,3.22
85.63,88.61,88.38,66.65,77.91,SMA_45,Teknik Telekomunikasi,3,3.55
89.01,85.25,91.38,67.84,71.44,SMA_14,Teknik Telekomunikasi,6,3.27
94.55,76.09,82.23,71.36,78.69,SMA_16,Teknik Telekomunikasi,6,3.78
81.05,84.42,90.35,69.26,86.79,SMA_34,Teknik Telekomunikasi,7,3.85
94.84,86.84,80.89,75.91,70.21,SMA_30,Teknik Telekomunikasi,1,3.73
85.32,89.75,88.35,69.88,80.81,SMA_31,Teknik Telekomunikasi,2,3.56
82.85,77.27,94.63,83.97,71.03,SMA_45,Teknik Telekomunikasi,2,3.62
90.5,85.18,89.99,73.54,78.29,SMA_16,Teknik Telekomunikasi,7,3.56
83.04,84.75,86.97,66.73,70.03,SMA_30,Teknik Telekomunikasi,1,3.56
78.37,71.43,82.33,76.04,75.73,SMA_21,Teknik Industri,5,3.69
87.91,83.1,76.1,88.28,83.13,SMA_13,Teknik Industri,5,3.16
84.71,73.13,83.67,83.8,81.13,SMA_13,Teknik Industri,2,3.52
84.8,82.82,82.07,88.63,79.43,SMA_12,Teknik Industri,2,2.93
87.97,71.93,71.32,86.09,84.88,SMA_13,Teknik Industri,6,3.29
86.8,80.85,73.72,78.8,85.27,SMA_17,Teknik Industri,6,3.04
84.73,82.8,75.61,86.86,82.99,SMA_23,Teknik Industri,3,3.34
78.52,79.88,77.54,89.6,82.23,SMA_9,Teknik Industri,6,3.19
77.59,74.67,81.48,75.52,80.42,SMA_18,Teknik Industri,3,3.32
85.76,78.35,70.06,87.88,83.75,SMA_17,Teknik Industri,7,3.19
78.25,74.07,73.17,86.96,77.95,SMA_24,Teknik Industri,2,3.65
80.95,77.86,73.99,84.63,79.25,SMA_33,Teknik Industri,6,2.95
83.58,78.63,71.14,80.7,75.62,SMA_14,Teknik Industri,8,3.57
77.68,81.17,76.7,76.79,88.78,SMA_27,Teknik Industri,1,3.54
80.85,73.11,73.32,80.36,80.63,SMA_20,Teknik Industri,6,3.33
88.23,76.02,77.7,82.95,76.49,SMA_10,Teknik Industri,5,3.19
78.91,74.03,79.65,87.29,70.06,SMA_22,Teknik Industri,3,3.17
78.74,76.22,83.16,72.53,85.37,SMA_21,Teknik Industri,4,3.7
89.51,73.09,75.88,70.8,86.48,SMA_22,Teknik Industri,6,3.69
83.81,79.0,81.18,85.86,73.19,SMA_18,Teknik Industri,6,3.22
78.85,84.87,79.68,81.56,79.36,SMA_14,Sistem Informasi,7,3.8
78.7,80.81,66.14,70.26,83.25,SMA_8,Sistem Informasi,3,3.39
82.83,68.74,78.92,73.73,89.33,SMA_13,Sistem Informasi,4,3.68
79.9,68.53,78.12,74.94,93.56,SMA_4,Sistem Informasi,3,3.72
87.12,82.39,68.11,72.82,80.33,SMA_46,Sistem Informasi,5,3.05
79.35,77.01,78.2,80.98,89.89,SMA_40,Sistem Informasi,3,3.28
86.14,78.81,69.86,87.95,82.6,SMA_46,Sistem Informasi,4,3.58
81.68,67.48,67.83,77.93,88.79,SMA_37,Sistem Informasi,6,3.32
84.51,80.68,73.66,88.96,77.12,SMA_8,Sistem Informasi,2,3.05
78.4,78.09,66.29,85.81,87.99,SMA_15,Sistem Informasi,7,3.02
82.42,68.52,68.84,76.9,75.51,SMA_5,Sistem Informasi,6,3.19
89.14,84.91,78.38,80.12,91.07,SMA_10,Sistem Informasi,2,3.74
75.56,78.24,66.03,86.3,84.42,SMA_10,Sistem Informasi,7,3.55
84.8,68.75,69.8,88.46,89.86,SMA_45,Sistem Informasi,7,3.57
75.95,84.16,79.87,87.28,86.94,SMA_9,Sistem Informasi,2,3.33
86.78,76.31,70.75,72.09,82.1,SMA_3,Sistem Informasi,2,3.01
85.58,69.78,77.92,86.86,87.95,SMA_32,Sistem Informasi,6,3.47
82.87,72.85,73.49,85.04,87.75,SMA_42,Sistem Informasi,7,3.65
76.53,78.11,74.69,88.4,76.76,SMA_40,Sistem Informasi,4,3.37
84.21,72.05,72.33,84.94,86.77,SMA_6,Sistem Informasi,8,3.73
98.64,80.6,83.25,73.24,79.84,SMA_35,Informatika,2,3.47
88.13,84.09,85.76,74.67,77.33,SMA_37,Informatika,1,3.28
90.36,70.8,85.88,67.63,87.18,SMA_48,Informatika,2,3.88
91.45,78.25,75.18,79.04,88.24,SMA_31,Informatika,8,3.66
94.79,89.44,79.85,84.79,80.35,SMA_43,Informatika,4,3.24
93.05,80.35,92.19,67.47,76.74,SMA_13,Informatika,5,3.83
94.09,71.95,82.71,78.96,85.59,SMA_35,Informatika,2,3.31
85.2,83.21,89.16,75.89,80.11,SMA_48,Informatika,6,3.21
93.47,89.03,89.58,72.89,74.46,SMA_38,Informatika,6,3.35
91.17,85.99,89.5,76.08,79.79,SMA_23,Informatika,5,3.42
95.74,89.99,78.67,72.67,76.33,SMA_32,Informatika,6,3.74
90.51,73.2,75.65,67.52,85.57,SMA_41,Informatika,7,3.58
91.87,87.29,75.39,79.12,72.96,SMA_34,Informatika,4,3.33
85.57,85.17,84.12,77.28,80.6,SMA_26,Informatika,2,3.88
87.74,72.42,79.23,70.32,75.38,SMA_16,Informatika,8,3.51
91.22,70.18,85.37,73.37,77.15,SMA_45,Informatika,7,3.7
95.37,86.4,75.2,81.17,82.8,SMA_36,Informatika,8,3.92
88.42,72.32,77.97,74.42,75.3,SMA_35,Informatika,4,3.91
87.25,77.2,75.28,76.11,82.16,SMA_48,Informatika,4,3.35
96.56,78.14,91.59,73.21,80.28,SMA_22,Informatika,2,3.26
88.21,70.95,70.85,76.07,80.09,SMA_26,Rekayasa Perangkat Lunak,6,3.13
80.34,85.26,81.18,76.57,94.83,SMA_25,Rekayasa Perangkat Lunak,7,3.87
87.76,80.89,75.87,65.44,94.42,SMA_49,Rekayasa Perangkat Lunak,3,3.83
88.61,73.67,79.65,79.65,81.63,SMA_8,Rekayasa Perangkat Lunak,7,3.72
94.37,87.6,73.9,80.88,84.66,SMA_45,Rekayasa Perangkat Lunak,5,3.79
81.21,89.67,71.48,66.12,87.53,SMA_18,Rekayasa Perangkat Lunak,1,3.3
81.76,85.34,82.7,70.68,90.45,SMA_7,Rekayasa Perangkat Lunak,1,3.17
85.98,83.86,79.9,80.51,85.6,SMA_29,Rekayasa Perangkat Lunak,4,3.67
87.65,73.3,85.98,72.64,80.98,SMA_4,Rekayasa Perangkat Lunak,1,3.22
81.65,77.26,72.33,81.27,76.46,SMA_5,Rekayasa Perangkat Lunak,3,3.17
93.43,88.72,77.53,72.73,90.26,SMA_48,Rekayasa Perangkat Lunak,5,3.88
84.63,72.92,81.89,74.31,76.98,SMA_11,Rekayasa Perangkat Lunak,1,3.69
92.52,77.96,76.83,84.86,93.85,SMA_46,Rekayasa Perangkat Lunak,6,3.6
89.14,79.33,88.52,74.65,88.24,SMA_23,Rekayasa Perangkat Lunak,1,3.63
93.13,88.71,73.15,72.02,78.8,SMA_33,Rekayasa Perangkat Lunak,1,3.36
86.04,81.27,81.08,65.72,92.26,SMA_13,Rekayasa Perangkat Lunak,1,3.44
88.94,80.93,85.49,71.13,81.01,SMA_37,Rekayasa Perangkat Lunak,4,3.5
90.15,77.35,71.81,66.65,89.54,SMA_42,Rekayasa Perangkat Lunak,8,3.57
94.49,88.26,73.98,80.97,75.38,SMA_6,Rekayasa Perangkat Lunak,2,3.71
91.14,72.92,74.2,73.83,78.06,SMA_46,Rekayasa Perangkat Lunak,2,3.37
94.66,75.97,83.09,69.12,74.43,SMA_38,Sains Data,4,3.61
93.67,72.65,76.22,67.29,78.83,SMA_45,Sains Data,2,3.98
85.75,75.47,76.85,82.2,71.73,SMA_3,Sains Data,1,3.78
98.94,84.11,87.39,69.05,86.14,SMA_21,Sains Data,8,3.67
95.23,88.55,84.6,68.39,78.84,SMA_2,Sains Data,4,3.27
85.42,72.18,76.76,71.63,76.63,SMA_16,Sains Data,1,3.94
90.6,82.61,80.95,79.57,81.07,SMA_47,Sains Data,2,3.85
90.87,75.35,71.15,80.35,83.45,SMA_26,Sains Data,7,3.7
88.37,75.0,89.65,67.14,71.07,SMA_45,Sains Data,4,3.61
96.06,78.11,86.53,68.91,78.08,SMA_3,Sains Data,6,3.27
99.71,87.36,87.39,82.22,81.47,SMA_46,Sains Data,8,3.8
89.54,78.81,70.7,70.91,71.02,SMA_46,Sains Data,7,3.26
90.76,74.49,75.2,78.29,82.09,SMA_20,Sains Data,6,3.84
95.37,82.03,88.16,82.43,88.63,SMA_35,Sains Data,4,3.99
88.47,77.65,77.01,82.16,89.48,SMA_19,Sains Data,8,3.31
99.86,75.3,72.42,74.53,71.82,SMA_34,Sains Data,5,3.85
96.77,74.28,82.42,77.56,78.34,SMA_15,Sains Data,7,3.89
96.42,80.68,74.72,69.45,84.92,SMA_48,Sains Data,5,3.95
93.5,76.39,80.27,69.41,89.13,SMA_9,Sains Data,1,3.23
96.68,86.31,84.33,74.64,78.91,SMA_26,Sains Data,4,3.91
90.72,72.67,77.68,71.63,88.96,SMA_30,Teknologi Informasi,7,3.6
84.53,83.87,84.98,76.0,80.59,SMA_2,Teknologi Informasi,8,3.59
82.88,83.87,70.95,72.48,90.02,SMA_36,Teknologi Informasi,2,3.23
89.82,68.06,80.48,88.43,86.14,SMA_32,Teknologi Informasi,6,3.63
90.62,83.76,71.21,70.94,80.53,SMA_23,Teknologi Informasi,2,3.34
93.81,66.24,75.39,83.58,86.99,SMA_16,Teknologi Informasi,4,3.52
90.23,82.02,83.77,77.75,88.69,SMA_36,Teknologi Informasi,2,3.68
87.12,71.67,68.0,82.94,87.11,SMA_4,Teknologi Informasi,2,3.6
88.08,71.62,72.87,78.47,88.56,SMA_27,Teknologi Informasi,4,3.8
94.27,77.71,82.51,72.41,88.71,SMA_44,Teknologi Informasi,4,3.52
93.5,71.5,68.29,82.73,90.3,SMA_36,Teknologi Informasi,8,3.29
86.58,72.63,65.86,82.48,84.14,SMA_42,Teknologi Informasi,4,3.43
89.45,78.1,70.17,70.11,91.36,SMA_27,Teknologi Informasi,3,3.34
86.96,73.55,84.26,78.51,87.05,SMA_28,Teknologi Informasi,4,3.45
83.66,78.93,72.05,75.2,83.29,SMA_27,Teknologi Informasi,1,3.13
85.69,69.46,81.01,78.32,89.27,SMA_34,Teknologi Informasi,7,3.62
86.91,81.42,73.4,75.13,86.12,SMA_9,Teknologi Informasi,1,3.18
82.98,73.01,80.42,80.31,83.09,SMA_43,Teknologi Informasi,3,3.51
81.54,70.47,78.53,84.56,82.35,SMA_16,Teknologi Informasi,8,3.75
85.36,77.05,69.38,75.15,84.38,SMA_31,Bisnis Digital,7,3.05
78.75,67.88,73.65,75.63,87.09,SMA_13,Bisnis Digital,1,3.52
74.51,74.35,68.63,92.3,97.35,SMA_21,Bisnis Digital,4,3.18
75.58,61.95,69.75,86.97,85.7,SMA_41,Bisnis Digital,5,3.44
77.23,77.4,62.25,78.41,99.5,SMA_28,Bisnis Digital,4,3.44
82.93,76.83,79.17,91.2,81.39,SMA_11,Bisnis Digital,7,3.27
88.92,67.43,75.12,84.09,82.47,SMA_1,Bisnis Digital,8,3.23
85.36,79.17,69.45,94.55,85.31,SMA_48,Bisnis Digital,6,2.88
85.13,65.76,61.41,93.27,96.0,SMA_48,Bisnis Digital,6,3.68
85.69,69.23,70.96,88.0,86.58,SMA_40,Bisnis Digital,7,3.38
85.37,76.52,72.98,75.96,80.32,SMA_23,Bisnis Digital,4,2.91
83.03,61.45,69.12,84.25,83.42,SMA_20,Bisnis Digital,7,3.09
80.76,69.54,60.53,89.02,82.73,SMA_48,Bisnis Digital,8,3.23
80.75,66.86,78.36,92.07,90.06,SMA_29,Bisnis Digital,8,3.1
71.52,65.17,77.46,84.87,82.63,SMA_5,Bisnis Digital,1,3.64
74.56,65.8,68.27,94.26,90.99,SMA_12,Bisnis Digital,3,3.03
87.9,78.12,75.65,87.5,90.38,SMA_33,Bisnis Digital,6,3.4
87.63,69.48,62.14,88.39,89.53,SMA_29,Bisnis Digital,4,3.62
86.06,65.23,78.11,77.22,80.41,SMA_25,Bisnis Digital,3,3.15
